Student_ID,skills,qualification,experience_level,job_role,skills_encoded,qualification_encoded,experience_level_encoded,job_role_encoded
STU0739,"Python, Pandas, SQL, Tableau",Master's in Data Science,Entry,Data Analyst,73,14,1,7
STU0740,"Kubernetes, Helm, AWS, Docker",Bachelor's in Computer Science,Senior,Kubernetes Operations Engineer,52,2,4,17
STU0741,"HTML, CSS, JavaScript, Vue.js",Bachelor's in Information Technology,Mid,Web Developer,34,7,3,23
STU0742,"Python, TensorFlow, NLP, Deep Learning",PhD in Artificial Intelligence,Senior,AIML,80,18,4,2
STU0743,"Java, Kotlin, Android SDK, REST APIs",Bachelor's in Software Engineering,Mid,Mobile Developer,39,9,3,19
STU0744,"Python, Flask, JavaScript, PostgreSQL",Bachelor's in Computer Science,Entry,Full Stack Python Developer,68,2,1,14
STU0745,"Java, Spring, React, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer,44,17,4,13
STU0746,"Adobe XD, Figma, UI/UX, Prototyping",Bachelor's in Graphic Design,Mid,Designer,6,6,3,9
STU0747,"SQL, R, Data Visualization, Statistics",Bachelor's in Statistics,Entry,Data Analyst,86,10,1,7
STU0748,"C++, Unity, Game Design, VR",Bachelor's in Game Development,Mid,Game Developer,16,5,3,15
STU0749,"AWS, Jenkins, Docker, Terraform",Bachelor's in Computer Science,Senior,DevOps Engineer,2,2,4,10
STU0750,"PHP, Laravel, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer,62,7,1,20
STU0751,"Python, TensorFlow, Keras, NLP",Master's in Data Science,Mid,Data Scientist,79,14,3,8
STU0752,"Solidity, Ethereum, Web3, Blockchain",Bachelor's in Computer Science,Senior,Blockchain Developer,92,2,4,4
STU0753,"React, JavaScript, HTML, CSS, Redux",Bachelor's in Computer Science,Mid,Frontend Developer,81,2,3,12
STU0754,"Java, Hibernate, SQL, REST APIs",Bachelor's in Software Engineering,Senior,Backend Developer,37,9,4,3
STU0755,"Digital Marketing, SEO, PPC, Analytics",Bachelor's in Marketing,Mid,Marketing,23,8,3,18
STU0756,"HR Management, Recruitment, Employee Relations",Master's in Human Resources,Senior,HR,28,16,4,16
STU0757,"C#, .NET Core, Azure, SQL Server",Bachelor's in Computer Science,Mid,C# Developer,11,2,3,5
STU0758,"Swift, iOS Development, UI/UX, Core Data",Bachelor's in Computer Science,Entry,Mobile Developer,96,2,1,19
STU0759,"Network Security, Penetration Testing, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer,61,13,4,6
STU0760,"Agile, JIRA, Stakeholder Management",Master's in Business Administration,Mid,Software Project Manager,7,11,3,21
STU0761,"Python, R, SQL, Machine Learning",Master's in Data Science,Senior,Data Scientist,74,14,4,8
STU0762,"Figma, Sketch, UI/UX, Wireframing",Bachelor's in Design,Entry,Designer,25,4,1,9
STU0763,"Kubernetes, Docker, GCP, CI/CD",Bachelor's in Computer Science,Mid,Kubernetes Operations Engineer,50,2,3,17
STU0764,"JavaScript, Node.js, Express, MongoDB",Bachelor's in Information Technology,Entry,Web Developer,48,7,1,23
STU0765,"Python, Django, PostgreSQL, JavaScript",Bachelor's in Computer Science,Mid,Full Stack Python Developer,67,2,3,14
STU0766,"Java, Spring Boot, Angular, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer,40,17,4,13
STU0767,"C++, Unreal Engine, VR Development",Bachelor's in Game Development,Mid,Game Developer,20,5,3,15
STU0768,"AWS, Terraform, Jenkins, Linux",Bachelor's in Computer Science,Senior,DevOps Engineer,3,2,4,10
STU0769,"PHP, Symfony, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer,63,7,1,20
STU0770,"Solidity, Web3, Ethereum, JavaScript",Bachelor's in Computer Science,Mid,Blockchain Developer,93,2,3,4
STU0771,"React, TypeScript, HTML, CSS",Bachelor's in Computer Science,Entry,Frontend Developer,83,2,1,12
STU0772,"Java, Spring, SQL, Microservices",Bachelor's in Software Engineering,Senior,Backend Developer,45,9,4,3
STU0773,"Marketing Campaigns, Social Media, Analytics",Bachelor's in Marketing,Mid,Marketing,55,8,3,18
STU0774,"HR Policies, Recruitment, Training",Master's in Human Resources,Senior,HR,30,16,4,16
STU0775,"C#, ASP.NET, SQL Server, Azure",Bachelor's in Computer Science,Mid,C# Developer,13,2,3,5
STU0776,"Swift, iOS Development, UI/UX, Core Data",Bachelor's in Computer Science,Entry,Mobile Developer,96,2,1,19
STU0777,"Penetration Testing, Firewalls, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer,65,13,4,6
STU0778,"Scrum, Agile, Project Management",Master's in Business Administration,Mid,Software Project Manager,89,11,3,21
STU0779,"Python, Pandas, SQL, Tableau",Master's in Data Science,Entry,Data Analyst,73,14,1,7
STU0780,"Kubernetes, Helm, AWS, Docker",Bachelor's in Computer Science,Senior,Kubernetes Operations Engineer,52,2,4,17
STU0781,"HTML, CSS, JavaScript, Vue.js",Bachelor's in Information Technology,Mid,Web Developer,34,7,3,23
STU0782,"Python, TensorFlow, NLP, Deep Learning",PhD in Artificial Intelligence,Senior,AIML,80,18,4,2
STU0783,"Java, Kotlin, Android SDK, REST APIs",Bachelor's in Software Engineering,Mid,Mobile Developer,39,9,3,19
STU0784,"Python, Flask, JavaScript, SQL",Bachelor's in Computer Science,"Entry,",Full Stack Python Developer,69,2,2,14
STU0785,"Java, Spring, React, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer,44,17,4,13
STU0786,"Adobe XD, Figma, UI/UX, Prototyping",Bachelor's in Graphic Design,Mid,Designer,6,6,3,9
STU0787,"SQL, R, Data Visualization, Statistics",Bachelor's in Statistics,Entry,Data Analyst,86,10,1,7
STU0788,"C++, Unity, Game Design, VR",Bachelor's in Game Development,Mid,Game Developer,16,5,3,15
STU0789,"AWS, Jenkins, Docker, Terraform",Bachelor's in Computer Science,Senior,DevOps Engineer,2,2,4,10
STU0790,"PHP, Laravel, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer,62,7,1,20
STU0791,"Python, TensorFlow, Keras, NLP",Master's in Data Science,Mid,Data Scientist,79,14,3,8
STU0792,"Solidity, Ethereum, Web3, Blockchain",Bachelor's in Computer Science,Senior,Blockchain Developer,92,2,4,4
STU0793,"React, JavaScript, HTML, CSS, Redux",Bachelor's in Computer Science,Mid,Frontend Developer,81,2,3,12
STU0794,"Java, Hibernate, SQL, REST APIs",Bachelor's in Software Engineering,Senior,Backend Developer,37,9,4,3
STU0795,"Digital Marketing, SEO, PPC, Analytics",Bachelor's in Marketing,Mid,Marketing,23,8,3,18
STU0796,"HR Management, Recruitment, Employee Relations",Master's in Human Resources,Senior,HR,28,16,4,16
STU0797,"C#, .NET Core, Azure, SQL Server",Bachelor's in Computer Science,Mid,C# Developer,11,2,3,5
STU0798,"Swift, iOS, Xcode, UI/UX",Bachelor's in Computer Science,Entry,Mobile Developer,98,2,1,19
STU0799,"Network Security, Ethical Hacking, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer,59,13,4,6
STU0800,"Agile, JIRA, Stakeholder Management",Master's in Business Administration,Mid,Software Project Manager,7,11,3,21
STU0801,"Python, R, SQL, Machine Learning",Master's in Data Science,Senior,Data Scientist,74,14,4,8
STU0802,"Figma, Sketch, UI/UX, Wireframing",Bachelor's in Design,Entry,Designer,25,4,1,9
STU0803,"Kubernetes, Docker, GCP, CI/CD",Bachelor's in Computer Science,Mid,Kubernetes Operations Engineer,50,2,3,17
STU0804,"JavaScript, Node.js, Express, MongoDB",Bachelor's in Information Technology,Entry,Web Developer,48,7,1,23
STU0805,"Python, Django, PostgreSQL, JavaScript",Bachelor's in Computer Science,Mid,Full Stack Python Developer,67,2,3,14
STU0806,"Java, Spring Boot, Angular, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer,40,17,4,13
STU0807,"C++, Unreal Engine, VR Development",Bachelor's in Game Development,Mid,Game Developer,20,5,3,15
STU0808,"AWS, Terraform, Jenkins, Linux",Bachelor's in Computer Science,Senior,DevOps Engineer,3,2,4,10
STU0809,"PHP, Symfony, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer,63,7,1,20
STU0810,"Solidity, Web3js, Ethereum, JavaScript",Bachelor's in Computer Science,Mid,Blockchain Developer,94,2,3,4
STU0811,"React, TypeScript, HTML, CSS",Bachelor's in Computer Science,Entry,Frontend Developer,83,2,1,12
STU0812,"Java, Spring, SQL, Microservices",Bachelor's in Software Engineering,Senior,Backend Developer,45,9,4,3
STU0813,"Marketing Campaigns, Social Media, Analytics",Bachelor's in Marketing,Mid,Marketing,55,8,3,18
STU0814,"HR Policies, Recruitment, Training",Master's in Human Resources,Senior,HR,30,16,4,16
STU0815,"C#, ASP.NET, SQL Server, Azure",Bachelor's in Computer Science,Mid,C# Developer,13,2,3,5
STU0816,"Swift, iOS Development, UI/UX, Core Data",Bachelor's in Computer Science,Entry,Mobile Developer,96,2,1,19
STU0817,"Penetration Testing, Firewalls, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer,65,13,4,6
STU0818,"Scrum, Agile, Project Management",Master's in Business Administration,Mid,Software Project Manager,89,11,3,21
STU0819,"Python, Pandas, SQL, Tableau",Master's in Data Science,Entry,Data Analyst,73,14,1,7
STU0820,"Kubernetes, Helm, AWS, Docker",Bachelor's in Computer Science,Senior,Kubernetes Operations Engineer,52,2,4,17
STU0821,"HTML, CSS, JavaScript, Vue.js",Bachelor's in Information Technology,Mid,Web Developer,34,7,3,23
STU0822,"Python, TensorFlow, NLP, Deep Learning",PhD in Artificial Intelligence,Senior,AIML,80,18,4,2
STU0823,"Java, Kotlin, Android SDK, REST APIs",Bachelor's in Software Engineering,Mid,Mobile Developer,39,9,3,19
STU0824,"Python, Flask, JavaScript, SQL",Bachelor's in Computer Science,Entry,Full Stack Python Developer,69,2,1,14
STU0825,"Java, Spring, React, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer,44,17,4,13
STU0826,"Adobe XD, Figma, UI/UX, Prototyping",Bachelor's in Graphic Design,Mid,Designer,6,6,3,9
STU0827,"SQL, R, Data Visualization, Statistics",Bachelor's in Statistics,Entry,Data Analyst,86,10,1,7
STU0828,"C++, Unity, Game Design, VR",Bachelor's in Game Development,Mid,Game Developer,16,5,3,15
STU0829,"AWS, Jenkins, Docker, Terraform",Bachelor's in Computer Science,Senior,DevOps Engineer,2,2,4,10
STU0830,"PHP, Laravel, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer,62,7,1,20
STU0831,"Python, TensorFlow, Keras, NLP",Master's in Data Science,Mid,Data Scientist,79,14,3,8
STU0832,"Solidity, Ethereum, Web3, Blockchain",Bachelor's in Computer Science,Senior,Blockchain Developer,92,2,4,4
STU0833,"React, JavaScript, HTML, CSS, Redux",Bachelor's in Computer Science,Mid,Frontend Developer,81,2,3,12
STU0834,"Java, Hibernate, SQL, REST APIs",Bachelor's in Software Engineering,Senior,Backend Developer,37,9,4,3
STU0835,"Digital Marketing, SEO, PPC, Analytics",Bachelor's in Marketing,Mid,Marketing,23,8,3,18
STU0836,"HR Management, Recruitment, Employee Relations",Master's in Human Resources,Senior,HR,28,16,4,16
STU0837,"C#, .NET Core, Azure, SQL Server",Bachelor's in Computer Science,Mid,C# Developer,11,2,3,5
STU0838,"Swift, iOS, Xcode, UI/UX",Bachelor's in Computer Science,Entry,Mobile Developer,98,2,1,19
STU0839,"Network Security, Ethical Hacking, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer,59,13,4,6
STU0840,"Agile, JIRA, Stakeholder Management",Master's in Business Administration,Mid,Software Project Manager,7,11,3,21
STU0841,"Python, R, SQL, Machine Learning",Master's in Data Science,Senior,Data Scientist,74,14,4,8
STU0842,"Figma, Sketch, UI/UX, Wireframing",Bachelor's in Design,Entry,Designer,25,4,1,9
STU0843,"Kubernetes, Docker, GCP, CI/CD",Bachelor's in Computer Science,Mid,Kubernetes Operations Engineer,50,2,3,17
STU0844,"JavaScript, Node.js, Express, MongoDB",Bachelor's in Information Technology,Entry,Web Developer,48,7,1,23
STU0845,"Python, Django, PostgreSQL, JavaScript",Bachelor's in Computer Science,Mid,Full Stack Python Developer,67,2,3,14
STU0846,"Java, Spring Boot, Angular, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer,40,17,4,13
STU0847,"C++, Unreal Engine, VR Development",Bachelor's in Game Development,Mid,Game Developer,20,5,3,15
STU0848,"AWS, Terraform, Jenkins, Linux",Bachelor's in Computer Science,Senior,DevOps Engineer,3,2,4,10
STU0849,"PHP, Symfony, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer,63,7,1,20
STU0850,"Solidity, Web3, Ethereum, JavaScript",Bachelor's in Computer Science,Mid,Blockchain Developer,93,2,3,4
STU0851,"React, TypeScript, HTML, CSS",Bachelor's in Computer Science,Entry,Frontend Developer,83,2,1,12
STU0852,"Java, Spring, SQL, Microservices",Bachelor's in Software Engineering,Senior,Backend Developer,45,9,4,3
STU0853,"Marketing Campaigns, Social Media, Analytics",Bachelor's in Marketing,Mid,Marketing,55,8,3,18
STU0854,"HR Policies, Recruitment, Training",Master's in Human Resources,Senior,HR,30,16,4,16
STU0855,"C#, ASP.NET, SQL Server, Azure",Bachelor's in Computer Science,Mid,C# Developer,13,2,3,5
STU0856,"Swift, iOS Development, UI/UX, Core Data",Bachelor's in Computer Science,Entry,Mobile Developer,96,2,1,19
STU0857,"Penetration Testing, Firewalls, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer,65,13,4,6
STU0858,"Scrum, Agile, Project Management",Master's in Business Administration,Mid,Software Project Manager,89,11,3,21
STU0859,"Python, Pandas, SQL, Tableau",Master's in Data Science,Entry,Data Analyst,73,14,1,7
STU0860,"Kubernetes, Helm, AWS, Docker",Bachelor's in Computer Science,Senior,Kubernetes Operations Engineer,52,2,4,17
STU0861,"HTML, CSS, JavaScript, Vue.js",Bachelor's in Information Technology,Mid,Web Developer,34,7,3,23
STU0862,"Python, TensorFlow, NLP, Deep Learning",PhD in Artificial Intelligence,Senior,AIML,80,18,4,2
STU0863,"Java, Kotlin, Android SDK, REST APIs",Bachelor's in Software Engineering,Mid,Mobile Developer,39,9,3,19
STU0864,"Python, Flask, JavaScript, SQL",Bachelor's in Computer Science,Entry,Full Stack Python Developer,69,2,1,14
STU0865,"Java, Spring, React, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer,44,17,4,13
STU0866,"Adobe XD, Figma, UI/UX, Prototyping",Bachelor's in Graphic Design,Mid,Designer,6,6,3,9
STU0867,"SQL, R, Data Visualization, Statistics",Bachelor's in Statistics,Entry,Data Analyst,86,10,1,7
STU0868,"C++, Unity, Game Design, VR",Bachelor's in Game Development,Mid,Game Developer,16,5,3,15
STU0869,"AWS, Jenkins, Docker, Terraform",Bachelor's in Computer Science,Senior,DevOps Engineer,2,2,4,10
STU0870,"PHP, Laravel, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer,62,7,1,20
STU0871,"Python, TensorFlow, Keras, NLP",Master's in Data Science,Mid,Data Scientist,79,14,3,8
STU0872,"Solidity, Ethereum, Web3, Blockchain",Bachelor's in Computer Science,Senior,Blockchain Developer,92,2,4,4
STU0873,"React, JavaScript, HTML, CSS, Redux",Bachelor's in Computer Science,Mid,Frontend Developer,81,2,3,12
STU0874,"Java, Hibernate, SQL, REST APIs",Bachelor's in Software Engineering,Senior,Backend Developer,37,9,4,3
STU0875,"Digital Marketing, SEO, PPC, Analytics",Bachelor's in Marketing,Mid,Marketing,23,8,3,18
STU0876,"HR Management, Recruitment, Employee Relations",Master's in Human Resources,Senior,HR,28,16,4,16
STU0877,"C#, .NET Core, Azure, SQL Server",Bachelor's in Computer Science,Mid,C# Developer,11,2,3,5
STU0878,"Swift, iOS, Xcode, UI/UX",Bachelor's in Computer Science,Entry,Mobile Developer,98,2,1,19
STU0879,"Network Security, Ethical Hacking, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer,59,13,4,6
STU0880,"Agile, JIRA, Stakeholder Management",Master's in Business Administration,Mid,Software Project Manager,7,11,3,21
STU0881,"Python, R, SQL, Machine Learning",Master's in Data Science,Senior,Data Scientist,74,14,4,8
STU0882,"Figma, Sketch, UI/UX, Wireframing",Bachelor's in Design,Entry,Designer,25,4,1,9
STU0883,"Kubernetes, Docker, GCP, CI/CD",Bachelor's in Computer Science,Mid,Kubernetes Operations Engineer,50,2,3,17
STU0884,"JavaScript, Node.js, Express, MongoDB",Bachelor's in Information Technology,Entry,Web Developer,48,7,1,23
STU0885,"Python, Django, PostgreSQL, JavaScript",Bachelor's in Computer Science,Mid,Full Stack Python Developer,67,2,3,14
STU0886,"Java, Spring Boot, Angular, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer,40,17,4,13
STU0887,"C++, Unreal Engine, VR Development",Bachelor's in Game Development,Mid,Game Developer,20,5,3,15
STU0888,"AWS, Terraform, Jenkins, Linux",Bachelor's in Computer Science,Senior,DevOps Engineer,3,2,4,10
STU0889,"PHP, Symfony, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer,63,7,1,20
STU0890,"Solidity, Web3, Ethereum, JavaScript",Bachelor's in Computer Science,Mid,Blockchain Developer,93,2,3,4
STU0891,"React, TypeScript, HTML, CSS",Bachelor's in Computer Science,Entry,Frontend Developer,83,2,1,12
STU0892,"Java, Spring, SQL, Microservices",Bachelor's in Software Engineering,Senior,Backend Developer,45,9,4,3
STU0893,"Marketing Campaigns, Social Media, Analytics",Bachelor's in Marketing,Mid,Marketing,55,8,3,18
STU0894,"HR Policies, Recruitment, Training",Master's in Human Resources,Senior,HR,30,16,4,16
STU0895,"C#, ASP.NET, SQL Server, Azure",Bachelor's in Computer Science,Mid,C# Developer,13,2,3,5
STU0896,"Swift, iOS Development, UI/UX, Core Data",Bachelor's in Computer Science,Entry,Mobile Developer,96,2,1,19
STU0897,"Penetration Testing, Firewalls, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer,65,13,4,6
STU0898,"Scrum, Agile, Project Management",Master's in Business Administration,Mid,Software Project Manager,89,11,3,21
STU0899,"Python, Pandas, SQL, Tableau",Master's in Data Science,Entry,Data Analyst,73,14,1,7
STU0900,"Kubernetes, Helm, AWS, Docker",Bachelor's in Computer Science,Senior,Kubernetes Operations Engineer,52,2,4,17
STU0901,"HTML, CSS, JavaScript, Vue.js",Bachelor's in Information Technology,Mid,Web Developer,34,7,3,23
STU0902,"Python, TensorFlow, NLP, Deep Learning",PhD in Artificial Intelligence,Senior,AIML,80,18,4,2
STU0903,"Java, Kotlin, Android SDK, REST APIs",Bachelor's in Software Engineering,Mid,Mobile Developer,39,9,3,19
STU0904,"Python, Flask, JavaScript, SQL",Bachelor's in Computer Science,Entry,Full Stack Python Developer,69,2,1,14
STU0905,"Java, Spring, React, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer,44,17,4,13
STU0906,"Adobe XD, Figma, UI/UX, Prototyping",Bachelor's in Graphic Design,Mid,Designer,6,6,3,9
STU0907,"SQL, R, Data Visualization, Statistics",Bachelor's in Statistics,Entry,Data Analyst,86,10,1,7
STU0908,"C++, Unity, Game Design, VR",Bachelor's in Game Development,Mid,Game Developer,16,5,3,15
STU0909,"AWS, Jenkins, Docker, Terraform",Bachelor's in Computer Science,Senior,DevOps Engineer,2,2,4,10
STU0910,"PHP, Laravel, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer,62,7,1,20
STU0911,"Python, TensorFlow, Keras, NLP",Master's in Data Science,Mid,Data Scientist,79,14,3,8
STU0912,"Solidity, Ethereum, Web3, Blockchain",Bachelor's in Computer Science,Senior,Blockchain Developer,92,2,4,4
STU0913,"React, JavaScript, HTML, CSS, Redux",Bachelor's in Computer Science,Mid,Frontend Developer,81,2,3,12
STU0914,"Java, Hibernate, SQL, REST APIs",Bachelor's in Software Engineering,Senior,Backend Developer,37,9,4,3
STU0915,"Digital Marketing, SEO, PPC, Analytics",Bachelor's in Marketing,Mid,Marketing,23,8,3,18
STU0916,"HR Management, Recruitment, Employee Relations",Master's in Human Resources,Senior,HR,28,16,4,16
STU0917,"C#, .NET Core, Azure, SQL Server",Bachelor's in Computer Science,Mid,C# Developer,11,2,3,5
STU0918,"Swift, iOS, Xcode, UI/UX",Bachelor's in Computer Science,Entry,Mobile Developer,98,2,1,19
STU0919,"Network Security, Ethical Hacking, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer,59,13,4,6
STU0920,"Agile, JIRA, Stakeholder Management",Master's in Business Administration,Mid,Software Project Manager,7,11,3,21
STU0921,"Python, R, SQL, Machine Learning",Master's in Data Science,Senior,Data Scientist,74,14,4,8
STU0922,"Figma, Sketch, UI/UX, Wireframing",Bachelor's in Design,Entry,Designer,25,4,1,9
STU0923,"Kubernetes, Docker, GCP, CI/CD",Bachelor's in Computer Science,Mid,Kubernetes Operations Engineer,50,2,3,17
STU0924,"JavaScript, Node.js, Express, MongoDB",Bachelor's in Information Technology,Entry,Web Developer,48,7,1,23
STU0925,"Python, Django, PostgreSQL, JavaScript",Bachelor's in Computer Science,Mid,Full Stack Python Developer,67,2,3,14
STU0926,"Java, Spring Boot, Angular, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer,40,17,4,13
STU0927,"C++, Unreal Engine, VR Development",Bachelor's in Game Development,Mid,Game Developer,20,5,3,15
STU0928,"AWS, Terraform, Jenkins, Linux",Bachelor's in Computer Science,Senior,DevOps Engineer,3,2,4,10
STU0929,"PHP, Symfony, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer,63,7,1,20
STU0930,"Solidity, Web3, Ethereum, JavaScript",Bachelor's in Computer Science,Mid,Blockchain Developer,93,2,3,4
STU0931,"React, TypeScript, HTML, CSS",Bachelor's in Computer Science,Entry,Frontend Developer,83,2,1,12
STU0932,"Java, Spring, SQL, Microservices",Bachelor's in Software Engineering,Senior,Backend Developer,45,9,4,3
STU0933,"Marketing Campaigns, Social Media, Analytics",Bachelor's in Marketing,Mid,Marketing,55,8,3,18
STU0934,"HR Policies, Recruitment, Training",Master's in Human Resources,Senior,HR,30,16,4,16
STU0935,"C#, ASP.NET, SQL Server, Azure",Bachelor's in Computer Science,Mid,C# Developer,13,2,3,5
STU0936,"Swift, iOS Development, UI/UX, Core Data",Bachelor's in Computer Science,Entry,Mobile Developer,96,2,1,19
STU0937,"Penetration Testing, Firewalls, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer,65,13,4,6
STU0938,"Scrum, Agile, Project Management",Master's in Business Administration,Mid,Software Project Manager,89,11,3,21
STU0939,"Python, Pandas, SQL, Tableau",Master's in Data Science,Entry,Data Analyst,73,14,1,7
STU0940,"Kubernetes, Helm, AWS, Docker",Bachelor's in Computer Science,Senior,Kubernetes Operations Engineer,52,2,4,17
STU0941,"HTML, CSS, JavaScript, Vue.js",Bachelor's in Information Technology,Mid,Web Developer,34,7,3,23
STU0942,"Python, TensorFlow, NLP, Deep Learning",PhD in Artificial Intelligence,Senior,AIML,80,18,4,2
STU0943,"Java, Kotlin, Android SDK, REST APIs",Bachelor's in Software Engineering,Mid,Mobile Developer,39,9,3,19
STU0944,"Python, Flask, JavaScript, SQL",Bachelor's in Computer Science,Entry,Full Stack Python Developer,69,2,1,14
STU0945,"Java, Spring, React, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer,44,17,4,13
STU0946,"Adobe XD, Figma, UI/UX, Prototyping",Bachelor's in Graphic Design,Mid,Designer,6,6,3,9
STU0947,"SQL, R, Data Visualization, Statistics",Bachelor's in Statistics,Entry,Data Analyst,86,10,1,7
STU0948,"C++, Unity, Game Design, VR",Bachelor's in Game Development,Mid,Game Developer,16,5,3,15
STU0949,"AWS, Jenkins, Docker, Terraform",Bachelor's in Computer Science,Senior,DevOps Engineer,2,2,4,10
STU0950,"PHP, Laravel, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer,62,7,1,20
STU0951,"Python, TensorFlow, Keras, NLP",Master's in Data Science,Mid,Data Scientist,79,14,3,8
STU0952,"Solidity, Ethereum, Web3, Blockchain",Bachelor's in Computer Science,Senior,Blockchain Developer,92,2,4,4
STU0953,"React, JavaScript, HTML, CSS, Redux",Bachelor's in Computer Science,Mid,Frontend Developer,81,2,3,12
STU0954,"Java, Hibernate, SQL, REST APIs",Bachelor's in Software Engineering,Senior,Backend Developer,37,9,4,3
STU0955,"Digital Marketing, SEO, PPC, Analytics",Bachelor's in Marketing,Mid,Marketing,23,8,3,18
STU0956,"HR Management, Recruitment, Employee Relations",Master's in Human Resources,Senior,HR,28,16,4,16
STU0957,"C#, .NET Core, Azure, SQL Server",Bachelor's in Computer Science,Mid,C# Developer,11,2,3,5
STU0958,"Swift, iOS, Xcode, UI/UX",Bachelor's in Computer Science,Entry,Mobile Developer,98,2,1,19
STU0959,"Network Security, Ethical Hacking, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer,59,13,4,6
STU0960,"Agile, JIRA, Stakeholder Management",Master's in Business Administration,Mid,Software Project Manager,7,11,3,21
STU0961,"Python, R, SQL, Machine Learning",Master's in Data Science,Senior,Data Scientist,74,14,4,8
STU0962,"Figma, Sketch, UI/UX, Wireframing",Bachelor's in Design,Entry,Designer,25,4,1,9
STU0963,"Kubernetes, Docker, GCP, CI/CD",Bachelor's in Computer Science,Mid,Kubernetes Operations Engineer,50,2,3,17
STU0964,"JavaScript, Node.js, Express, MongoDB",Bachelor's in Information Technology,Entry,Web Developer,48,7,1,23
STU0965,"Python, Django, PostgreSQL, JavaScript",Bachelor's in Computer Science,Mid,Full Stack Python Developer,67,2,3,14
STU0966,"Java, Spring Boot, Angular, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer,40,17,4,13
STU0967,"C++, Unreal Engine, VR Development",Bachelor's in Game Development,Mid,Game Developer,20,5,3,15
STU0968,"AWS, Terraform, Jenkins, Linux",Bachelor's in Computer Science,Senior,DevOps Engineer,3,2,4,10
STU0969,"PHP, Symfony, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer,63,7,1,20
STU0970,"Solidity, Web3, Ethereum, JavaScript",Bachelor's in Computer Science,Mid,Blockchain Developer,93,2,3,4
STU0971,"React, TypeScript, HTML, CSS",Bachelor's in Computer Science,Entry,Frontend Developer,83,2,1,12
STU0972,"Java, Spring, SQL, Microservices",Bachelor's in Software Engineering,Senior,Backend Developer,45,9,4,3
STU0973,"Marketing Campaigns, Social Media, Analytics",Bachelor's in Marketing,Mid,Marketing,55,8,3,18
STU0974,"HR Policies, Recruitment, Training",Master's in Human Resources,Senior,HR,30,16,4,16
STU0975,"C#, ASP.NET, SQL Server, Azure",Bachelor's in Computer Science,Mid,C# Developer,13,2,3,5
STU0976,"Swift, iOS Development, UI/UX, Core Data",Bachelor's in Computer Science,Entry,Mobile Developer,96,2,1,19
STU0977,"Penetration Testing, Firewalls, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer,65,13,4,6
STU0978,"Scrum, Agile, Project Management",Master's in Business Administration,Mid,Software Project Manager,89,11,3,21
STU0979,"Python, Pandas, SQL, Tableau",Master's in Data Science,Entry,Data Analyst,73,14,1,7
STU0980,"Kubernetes, Helm, AWS, Docker",Bachelor's in Computer Science,Senior,Kubernetes Operations Engineer,52,2,4,17
STU0981,"HTML, CSS, JavaScript, Vue.js",Bachelor's in Information Technology,Mid,Web Developer,34,7,3,23
STU0982,"Python, TensorFlow, NLP, Deep Learning",PhD in Artificial Intelligence,Senior,AIML,80,18,4,2
STU0983,"Java, Kotlin, Android SDK, REST APIs",Bachelor's in Software Engineering,Mid,Mobile Developer,39,9,3,19
STU0984,"Python, Flask, JavaScript, SQL",Bachelor's in Computer Science,Entry,Full Stack Python Developer,69,2,1,14
