S. No.,Degree,Major,GPA,Year of Graduation,Age,Gender,Internships,Previous Job Title,Industry,Skill1,Skill2,SoftSkill,Certification,JobRole,Work Preference
574,PhD,Mathematics,6.35,2021.0,44.0,Female,5.0,Analyst,Manufacturing,Marketing,Excel,Leadership,None,Accountant,Hybrid
575,B.Sc,Humanities,8.08,2012.0,32.0,Female,0.0,Analyst,Finance,SQL,Java,Communication,Data Science,Mechanical Engineer,Remote
576,M.Sc,Humanities,6.86,2007.0,44.0,Other,2.0,Engineer,IT,Communication,Leadership,Leadership,Google Cloud,Researcher,Remote
577,PhD,Management,5.29,2008.0,34.0,Female,3.0,Intern,Education,Machine Learning,Data Analy,Adaptability,PMP,Data Analyst,In-office
578,B.Com,Computer,8.47,2012.0,22.0,Male,4.0,Consultant,Research,Python,Excel,Communication,Machine Learning,Data Analyst,In-office
579,BA,Physics,9.21,2014.0,27.0,Other,3.0,Intern,Education,Data Analy,Excel,Leadership,Six Sigma,Project Manager,Hybrid
580,M.Sc,Physics,6.23,2006.0,39.0,Female,3.0,Assistant,IT,Marketing,Java,Leadership,AWS Certified,Business Analyst,Remote
581,M.Tech,Management,9.44,2024.0,41.0,Female,1.0,Consultant,Manufacturing,Excel,Python,Teamwork,CCNA,Project Manager,Hybrid
582,PhD,Mathematics,6.42,2011.0,45.0,Other,0.0,Consultant,Healthcare,SQL,Communication,Problem-Solving,Data Science,Project Manager,Hybrid
583,MBA,Marketing,7.5,2017.0,42.0,Female,3.0,Analyst,Healthcare,Communication,Machine Learning,Leadership,Azure,HR Manager,Remote
584,MBA,Mathematics,5.2,2018.0,30.0,Male,4.0,Engineer,Manufacturing,Java,Data Analy,Communication,AWS Certified,HR Manager,Hybrid
585,BBA,Humanities,6.26,2005.0,33.0,Other,0.0,Intern,IT,Java,Leadership,Communication,PMP,HR Manager,Hybrid
586,B.Sc,Mathematics,9.31,2014.0,24.0,Male,1.0,Assistant,Research,Leadership,SQL,Teamwork,AWS Certified,Data Analyst,Remote
587,B.Sc,Computer,5.95,2018.0,30.0,Female,2.0,Consultant,Finance,Leadership,Communication,Communication,Data Science,Software Engineer,Remote
588,B.Sc,Physics,9.6,2015.0,27.0,Female,0.0,Consultant,Finance,Data Analy,Excel,Teamwork,PMP,Researcher,Remote
589,MBA,Chemistry,6.55,2021.0,41.0,Other,5.0,Junior Developer,Research,Leadership,Excel,Problem-Solving,Azure,Researcher,In-office
590,BA,Computer,9.17,2023.0,29.0,Male,4.0,Intern,Healthcare,Machine Learning,Excel,Teamwork,Six Sigma,Business Analyst,Hybrid
591,M.Tech,Computer,5.76,2014.0,21.0,Female,1.0,Analyst,Finance,Data Analy,Java,Leadership,Scrum,Project Manager,Remote
592,BBA,Electronics,7.17,2019.0,41.0,Female,0.0,Intern,Healthcare,Data Analy,Communication,Adaptability,Scrum,Project Manager,Hybrid
593,BBA,Chemistry,9.93,2024.0,27.0,Other,2.0,Analyst,Research,Data Analy,Python,Communication,Six Sigma,Business Analyst,In-office
594,PhD,Electronics,9.92,2008.0,24.0,Male,2.0,Analyst,Healthcare,SQL,Excel,Adaptability,Google Cloud,Mechanical Engineer,Hybrid
595,M.Sc,Chemistry,5.08,2019.0,45.0,Female,1.0,Analyst,Manufacturing,Marketing,Communication,Adaptability,Data Science,Accountant,In-office
596,M.Sc,Management,9.81,2011.0,23.0,Female,2.0,Consultant,Education,Python,SQL,Teamwork,CCNA,Project Manager,Hybrid
597,BA,Mathematics,6.53,2015.0,38.0,Male,1.0,Intern,IT,Excel,Java,Teamwork,Azure,Accountant,Remote
598,M.Sc,Marketing,6.42,2020.0,43.0,Other,1.0,Intern,Healthcare,Machine Learning,Communication,Adaptability,Google Cloud,Researcher,Hybrid
599,M.Tech,Mathematics,5.5,2021.0,33.0,Female,5.0,Assistant,Manufacturing,Leadership,Data Analy,Communication,Google Cloud,Teacher,In-office
600,MBA,Chemistry,5.6,2018.0,34.0,Female,5.0,Analyst,Manufacturing,Marketing,Data Analy,Adaptability,Google Cloud,HR Manager,Remote
601,B.Com,Computer,5.43,2011.0,40.0,Other,3.0,Analyst,IT,Python,Communication,Teamwork,CCNA,Researcher,Remote
602,MBA,Humanities,9.19,2013.0,21.0,Female,5.0,Assistant,IT,Excel,Machine Learning,Adaptability,PMP,Business Analyst,Hybrid
603,BA,Chemistry,7.3,2024.0,33.0,Female,1.0,Assistant,Finance,Excel,Python,Leadership,Azure,Software Engineer,In-office
604,B.Tech,Management,5.99,2007.0,36.0,Female,0.0,Assistant,Consulting,Communication,Machine Learning,Adaptability,PMP,Accountant,Hybrid
605,B.Com,Physics,8.52,2005.0,30.0,Male,0.0,Intern,Finance,Machine Learning,SQL,Leadership,PMP,HR Manager,In-office
606,M.Sc,Chemistry,9.86,2007.0,34.0,Female,3.0,Consultant,IT,Machine Learning,Marketing,Leadership,Scrum,HR Manager,Hybrid
607,MBA,Mathematics,8.43,2005.0,21.0,Female,5.0,Analyst,Healthcare,Marketing,Leadership,Teamwork,AWS Certified,Researcher,Hybrid
608,BA,Mathematics,9.23,2010.0,41.0,Female,5.0,Consultant,Healthcare,Marketing,Leadership,Teamwork,Data Science,Data Analyst,Hybrid
609,BBA,Marketing,5.32,2019.0,31.0,Other,0.0,Intern,Education,Python,Java,Communication,Six Sigma,Accountant,Hybrid
610,PhD,Computer,9.44,2015.0,28.0,Other,1.0,Analyst,Manufacturing,Data Analy,SQL,Leadership,Azure,Researcher,In-office
611,M.Tech,Electronics,6.41,2007.0,24.0,Female,2.0,Assistant,IT,Communication,Communication,Problem-Solving,Data Science,Software Engineer,Hybrid
612,BA,Humanities,8.45,2006.0,23.0,Other,4.0,Junior Developer,Consulting,Machine Learning,Communication,Adaptability,Azure,Project Manager,Hybrid
613,BBA,Physics,8.62,2019.0,42.0,Male,3.0,Assistant,Research,Leadership,Leadership,Leadership,Google Cloud,Mechanical Engineer,Remote
614,M.Sc,Management,7.57,2015.0,37.0,Male,1.0,Intern,Manufacturing,Leadership,Machine Learning,Teamwork,Machine Learning,HR Manager,In-office
615,M.Tech,Management,5.95,2010.0,40.0,Other,4.0,Analyst,Manufacturing,Java,Data Analy,Leadership,None,HR Manager,In-office
616,MBA,Marketing,8.44,2015.0,43.0,Other,0.0,Junior Developer,IT,Data Analy,Marketing,Teamwork,Machine Learning,Accountant,Hybrid
617,M.Sc,Electronics,8.14,2015.0,34.0,Other,2.0,Analyst,IT,Communication,Java,Communication,None,Researcher,In-office
618,M.Sc,Chemistry,8.41,2022.0,38.0,Male,1.0,Assistant,Consulting,Java,Java,Problem-Solving,Google Cloud,Teacher,Remote
619,B.Tech,Marketing,9.33,2008.0,43.0,Other,5.0,Assistant,IT,SQL,Java,Teamwork,Six Sigma,Software Engineer,Remote
620,M.Sc,Chemistry,5.7,2019.0,26.0,Female,0.0,Engineer,Finance,Leadership,Data Analy,Communication,PMP,Business Analyst,Hybrid
621,PhD,Physics,6.65,2016.0,34.0,Female,2.0,Engineer,Finance,SQL,Java,Adaptability,Scrum,Mechanical Engineer,In-office
622,BBA,Mathematics,9.01,2019.0,23.0,Female,2.0,Intern,Education,Data Analy,Python,Communication,Data Science,Software Engineer,Remote
623,BBA,Marketing,9.65,2009.0,22.0,Other,2.0,Assistant,Healthcare,Java,SQL,Teamwork,Data Science,Accountant,In-office
624,MBA,Marketing,8.85,2006.0,23.0,Female,4.0,Consultant,Healthcare,Communication,Python,Teamwork,Six Sigma,Mechanical Engineer,Hybrid
625,B.Tech,Electronics,8.53,2010.0,24.0,Male,3.0,Intern,Research,Communication,SQL,Communication,Azure,Business Analyst,Remote
626,BA,Marketing,9.89,2008.0,34.0,Male,1.0,Junior Developer,IT,Data Analy,Leadership,Communication,Six Sigma,Software Engineer,Hybrid
627,B.Com,Management,7.79,2022.0,37.0,Male,0.0,Analyst,Research,Java,Python,Teamwork,Scrum,Accountant,Remote
628,BBA,Electronics,8.63,2011.0,37.0,Male,1.0,Assistant,Research,Communication,Java,Adaptability,AWS Certified,HR Manager,In-office
629,M.Tech,Marketing,6.6,2015.0,44.0,Other,3.0,Assistant,Finance,Java,Leadership,Teamwork,PMP,Mechanical Engineer,Remote
630,BBA,Management,9.49,2016.0,30.0,Female,0.0,Analyst,Education,Python,Excel,Problem-Solving,Google Cloud,Researcher,Hybrid
631,B.Tech,Chemistry,9.93,2018.0,45.0,Male,0.0,Assistant,Research,Data Analy,Java,Adaptability,Data Science,Software Engineer,In-office
632,B.Sc,Computer,8.89,2009.0,36.0,Female,2.0,Junior Developer,IT,Python,Python,Problem-Solving,Six Sigma,Data Analyst,In-office
633,B.Com,Physics,8.44,2006.0,26.0,Other,1.0,Analyst,IT,Machine Learning,Data Analy,Leadership,PMP,Teacher,In-office
634,B.Tech,Management,5.83,2014.0,22.0,Other,5.0,Consultant,Healthcare,Machine Learning,Communication,Adaptability,Six Sigma,Data Analyst,Hybrid
635,B.Sc,Chemistry,6.52,2019.0,42.0,Male,3.0,Junior Developer,Finance,Excel,Data Analy,Communication,AWS Certified,Project Manager,Remote
636,BBA,Mathematics,6.22,2011.0,23.0,Male,0.0,Consultant,Research,Marketing,Machine Learning,Teamwork,CCNA,Software Engineer,Remote
637,MBA,Computer,9.59,2009.0,31.0,Female,3.0,Consultant,Consulting,Python,Data Analy,Adaptability,None,Business Analyst,Remote
638,M.Sc,Management,9.82,2009.0,31.0,Male,4.0,Junior Developer,Manufacturing,Communication,Machine Learning,Adaptability,Google Cloud,Project Manager,In-office
639,PhD,Management,6.53,2009.0,32.0,Other,2.0,Engineer,IT,SQL,Python,Teamwork,CCNA,Project Manager,In-office
640,M.Tech,Management,6.73,2010.0,25.0,Female,0.0,Consultant,Finance,Leadership,Excel,Communication,Scrum,Business Analyst,Hybrid
641,BBA,Chemistry,8.97,2011.0,38.0,Other,5.0,Assistant,Education,Java,Excel,Leadership,AWS Certified,Mechanical Engineer,Remote
642,B.Com,Management,8.9,2006.0,44.0,Other,1.0,Analyst,Healthcare,Data Analy,Communication,Problem-Solving,CCNA,Project Manager,Hybrid
643,MBA,Chemistry,6.84,2011.0,29.0,Female,5.0,Consultant,Research,Python,Excel,Leadership,Data Science,Researcher,In-office
644,MBA,Marketing,5.42,2009.0,45.0,Female,0.0,Consultant,IT,Python,Machine Learning,Communication,Machine Learning,HR Manager,In-office
645,BBA,Chemistry,5.19,2008.0,26.0,Female,1.0,Consultant,Finance,Communication,Data Analy,Problem-Solving,None,Researcher,Remote
646,B.Tech,Marketing,5.69,2014.0,27.0,Other,3.0,Engineer,Research,Marketing,Java,Problem-Solving,Scrum,Mechanical Engineer,Remote
647,B.Sc,Marketing,6.05,2023.0,30.0,Other,1.0,Intern,Finance,Communication,Communication,Problem-Solving,Six Sigma,Accountant,Hybrid
648,MBA,Humanities,7.2,2024.0,22.0,Female,5.0,Intern,IT,Communication,Excel,Teamwork,PMP,Teacher,In-office
649,MBA,Mathematics,9.87,2018.0,27.0,Female,2.0,Engineer,Education,Data Analy,Java,Leadership,Six Sigma,Business Analyst,Remote
650,MBA,Humanities,8.14,2022.0,35.0,Male,1.0,Intern,Consulting,SQL,Marketing,Adaptability,Six Sigma,Mechanical Engineer,In-office
651,M.Sc,Electronics,5.81,2021.0,36.0,Male,4.0,Engineer,Manufacturing,Data Analy,Marketing,Communication,Data Science,Business Analyst,Hybrid
652,BBA,Mathematics,8.24,2023.0,22.0,Male,3.0,Consultant,Research,Machine Learning,Java,Communication,Scrum,HR Manager,In-office
653,PhD,Mathematics,9.52,2010.0,41.0,Female,2.0,Engineer,Finance,Java,Excel,Leadership,Azure,Teacher,In-office
654,M.Tech,Marketing,6.78,2007.0,39.0,Female,0.0,Analyst,Education,Leadership,Java,Leadership,AWS Certified,Project Manager,Hybrid
655,B.Tech,Mathematics,7.61,2017.0,36.0,Male,3.0,Junior Developer,Manufacturing,Communication,Marketing,Communication,AWS Certified,Researcher,Remote
656,B.Sc,Management,5.1,2012.0,27.0,Male,1.0,Analyst,Consulting,Python,Communication,Adaptability,PMP,Researcher,In-office
657,BA,Electronics,8.23,2012.0,35.0,Female,5.0,Junior Developer,Consulting,SQL,Marketing,Adaptability,Machine Learning,Mechanical Engineer,Remote
658,M.Sc,Management,5.48,2013.0,35.0,Other,4.0,Consultant,Healthcare,Communication,Communication,Communication,PMP,HR Manager,Hybrid
659,B.Com,Management,6.58,2020.0,26.0,Male,1.0,Assistant,Education,Java,Marketing,Problem-Solving,PMP,Mechanical Engineer,In-office
660,M.Tech,Computer,7.97,2005.0,39.0,Other,4.0,Engineer,Healthcare,Marketing,Python,Problem-Solving,AWS Certified,Project Manager,Hybrid
661,BBA,Electronics,6.03,2016.0,21.0,Male,3.0,Consultant,Consulting,Communication,Excel,Problem-Solving,Azure,Researcher,Remote
662,B.Com,Electronics,5.79,2020.0,23.0,Other,0.0,Intern,Healthcare,Python,Data Analy,Problem-Solving,Azure,Accountant,In-office
663,MBA,Electronics,8.57,2024.0,30.0,Other,2.0,Engineer,Education,Machine Learning,Python,Problem-Solving,PMP,Accountant,Hybrid
664,BA,Electronics,9.8,2021.0,28.0,Male,2.0,Assistant,Education,Python,Python,Leadership,None,Software Engineer,Remote
665,M.Tech,Physics,6.29,2011.0,28.0,Male,2.0,Junior Developer,Education,Excel,Excel,Communication,PMP,HR Manager,Hybrid
666,B.Tech,Mathematics,9.56,2007.0,43.0,Female,3.0,Junior Developer,Finance,SQL,Communication,Problem-Solving,Six Sigma,HR Manager,Remote
667,MBA,Humanities,7.34,2006.0,43.0,Male,2.0,Engineer,IT,Marketing,SQL,Problem-Solving,Six Sigma,Teacher,Remote
668,PhD,Computer,6.1,2023.0,39.0,Male,1.0,Engineer,Finance,Data Analy,Python,Communication,Scrum,Researcher,Remote
669,B.Tech,Humanities,7.46,2012.0,40.0,Male,1.0,Intern,Healthcare,Machine Learning,Machine Learning,Teamwork,Machine Learning,Teacher,Hybrid
670,M.Tech,Humanities,9.86,2014.0,41.0,Male,2.0,Consultant,Research,Python,Java,Communication,Data Science,Mechanical Engineer,Remote
671,BA,Chemistry,7.3,2021.0,35.0,Other,5.0,Consultant,Finance,Data Analy,Data Analy,Leadership,PMP,Software Engineer,Remote
672,BBA,Electronics,6.37,2013.0,27.0,Other,3.0,Consultant,Manufacturing,Python,Excel,Problem-Solving,PMP,Teacher,In-office
673,B.Tech,Humanities,6.22,2020.0,26.0,Other,0.0,Analyst,IT,Marketing,Communication,Communication,Machine Learning,Software Engineer,Remote
674,B.Sc,Humanities,9.7,2007.0,27.0,Male,2.0,Intern,Research,Python,Excel,Communication,Six Sigma,Accountant,In-office
675,PhD,Management,5.81,2011.0,38.0,Other,4.0,Consultant,Education,Java,SQL,Communication,Google Cloud,Teacher,Remote
676,MBA,Humanities,7.9,2011.0,21.0,Male,0.0,Analyst,Healthcare,Leadership,SQL,Leadership,Machine Learning,Mechanical Engineer,Remote
677,MBA,Chemistry,7.62,2018.0,21.0,Other,1.0,Engineer,IT,Machine Learning,Leadership,Adaptability,Google Cloud,Researcher,Remote
678,B.Com,Mathematics,6.85,2018.0,33.0,Female,2.0,Intern,Education,Python,Marketing,Adaptability,Machine Learning,HR Manager,Hybrid
679,B.Tech,Marketing,5.48,2018.0,42.0,Male,0.0,Analyst,Finance,Excel,Excel,Leadership,Scrum,Software Engineer,Remote
680,BA,Chemistry,8.97,2022.0,30.0,Male,4.0,Analyst,Education,Machine Learning,Communication,Communication,PMP,Teacher,In-office
681,BBA,Humanities,5.25,2024.0,37.0,Female,5.0,Assistant,Finance,Leadership,SQL,Teamwork,AWS Certified,Researcher,Remote
682,BA,Management,8.93,2017.0,26.0,Other,1.0,Junior Developer,Manufacturing,Java,Data Analy,Communication,AWS Certified,Software Engineer,Hybrid
683,B.Tech,Humanities,8.81,2023.0,42.0,Female,5.0,Junior Developer,Consulting,Marketing,Leadership,Adaptability,AWS Certified,Accountant,Remote
684,M.Tech,Management,8.04,2006.0,21.0,Male,1.0,Analyst,Finance,Excel,Data Analy,Problem-Solving,Data Science,Project Manager,Hybrid
685,PhD,Chemistry,9.54,2020.0,40.0,Other,0.0,Intern,Education,Java,Communication,Communication,AWS Certified,Business Analyst,In-office
686,B.Tech,Chemistry,6.78,2015.0,24.0,Male,3.0,Analyst,Manufacturing,Communication,Leadership,Leadership,AWS Certified,Researcher,In-office
687,B.Tech,Physics,7.91,2018.0,28.0,Other,0.0,Intern,Manufacturing,Machine Learning,Java,Adaptability,CCNA,HR Manager,In-office
688,BBA,Management,8.34,2006.0,27.0,Other,5.0,Intern,Manufacturing,Excel,Java,Adaptability,Machine Learning,Project Manager,In-office
689,B.Com,Marketing,9.48,2016.0,22.0,Male,5.0,Assistant,IT,Communication,Machine Learning,Communication,CCNA,Project Manager,Remote
690,B.Tech,Marketing,9.42,2019.0,30.0,Female,4.0,Engineer,Research,SQL,Marketing,Communication,Six Sigma,Mechanical Engineer,In-office
691,B.Com,Chemistry,8.74,2016.0,28.0,Other,4.0,Assistant,IT,Leadership,Data Analy,Adaptability,None,HR Manager,Remote
692,B.Com,Marketing,6.8,2009.0,21.0,Male,2.0,Consultant,Finance,Communication,Data Analy,Adaptability,Machine Learning,Researcher,Hybrid
693,B.Tech,Humanities,8.16,2012.0,41.0,Other,3.0,Assistant,Consulting,Data Analy,Leadership,Adaptability,Google Cloud,HR Manager,Hybrid
694,MBA,Computer,7.13,2023.0,30.0,Other,3.0,Engineer,Research,Machine Learning,SQL,Leadership,Scrum,Software Engineer,Remote
695,B.Sc,Management,9.53,2020.0,45.0,Female,1.0,Engineer,IT,Python,Marketing,Problem-Solving,AWS Certified,Researcher,In-office
696,B.Com,Electronics,5.25,2017.0,40.0,Other,2.0,Assistant,Education,Excel,Excel,Leadership,Machine Learning,Accountant,In-office
697,B.Tech,Electronics,9.19,2011.0,21.0,Female,1.0,Engineer,Manufacturing,Data Analy,Communication,Adaptability,Six Sigma,Project Manager,Remote
698,B.Tech,Humanities,9.15,2019.0,39.0,Female,4.0,Junior Developer,Manufacturing,Python,Python,Problem-Solving,None,Software Engineer,Hybrid
699,BBA,Physics,6.91,2021.0,43.0,Male,3.0,Analyst,IT,Python,Python,Teamwork,AWS Certified,Mechanical Engineer,Remote
700,B.Sc,Computer,7.39,2014.0,45.0,Other,3.0,Consultant,Healthcare,Leadership,Leadership,Communication,Scrum,Data Analyst,Hybrid
701,B.Sc,Mathematics,5.58,2008.0,23.0,Female,0.0,Junior Developer,Finance,Machine Learning,Marketing,Teamwork,Google Cloud,Accountant,In-office
702,M.Tech,Marketing,8.13,2014.0,23.0,Female,1.0,Consultant,Healthcare,Excel,Machine Learning,Problem-Solving,Scrum,Researcher,In-office
703,M.Tech,Marketing,7.58,2008.0,25.0,Female,3.0,Assistant,Research,Leadership,Data Analy,Communication,CCNA,Accountant,Remote
704,MBA,Electronics,8.35,2016.0,33.0,Other,2.0,Consultant,Healthcare,Marketing,Java,Leadership,AWS Certified,Business Analyst,In-office
705,BA,Computer,9.74,2014.0,40.0,Male,1.0,Assistant,Manufacturing,Communication,Python,Teamwork,Data Science,Data Analyst,Hybrid
706,M.Tech,Physics,6.81,2008.0,45.0,Female,0.0,Analyst,Research,Communication,Python,Leadership,PMP,HR Manager,In-office
707,B.Tech,Humanities,7.22,2009.0,28.0,Female,1.0,Assistant,Healthcare,Communication,Communication,Leadership,Machine Learning,Mechanical Engineer,Hybrid
708,B.Tech,Electronics,5.72,2011.0,44.0,Female,2.0,Intern,Manufacturing,Marketing,Marketing,Problem-Solving,Azure,Business Analyst,Hybrid
709,B.Sc,Chemistry,9.98,2021.0,29.0,Male,2.0,Consultant,Consulting,SQL,SQL,Problem-Solving,CCNA,Accountant,In-office
710,BBA,Management,7.5,2015.0,25.0,Other,4.0,Junior Developer,Education,Java,Data Analy,Problem-Solving,Scrum,Project Manager,Remote
711,B.Com,Marketing,5.36,2018.0,41.0,Female,0.0,Engineer,Healthcare,Python,Communication,Problem-Solving,PMP,Data Analyst,Remote
712,MBA,Marketing,6.7,2018.0,40.0,Male,3.0,Junior Developer,Consulting,Marketing,Excel,Leadership,Data Science,Business Analyst,Remote
713,MBA,Chemistry,6.61,2008.0,37.0,Other,3.0,Intern,IT,Python,Machine Learning,Leadership,AWS Certified,Business Analyst,Remote
714,M.Sc,Marketing,9.83,2014.0,23.0,Other,1.0,Engineer,Consulting,Java,Data Analy,Communication,PMP,HR Manager,In-office
715,BA,Mathematics,8.87,2014.0,34.0,Male,2.0,Analyst,IT,Excel,Communication,Leadership,PMP,Researcher,In-office
716,M.Tech,Mathematics,9.64,2018.0,45.0,Female,2.0,Junior Developer,Education,Communication,Data Analy,Communication,CCNA,Mechanical Engineer,Hybrid
717,PhD,Mathematics,6.03,2006.0,38.0,Female,1.0,Assistant,Finance,Communication,Data Analy,Teamwork,Google Cloud,HR Manager,Remote
718,BBA,Physics,7.07,2012.0,39.0,Other,3.0,Analyst,Healthcare,Python,Python,Teamwork,None,Project Manager,Remote
719,B.Com,Computer,6.45,2019.0,40.0,Male,4.0,Consultant,Consulting,SQL,Excel,Problem-Solving,Data Science,Software Engineer,Remote
720,BBA,Management,6.28,2011.0,38.0,Male,1.0,Engineer,Finance,Communication,Communication,Adaptability,Azure,Teacher,Remote
721,PhD,Humanities,8.8,2008.0,22.0,Other,1.0,Junior Developer,Manufacturing,Marketing,Machine Learning,Teamwork,Data Science,Data Analyst,Hybrid
722,M.Sc,Chemistry,8.95,2017.0,40.0,Male,0.0,Intern,Education,Java,Excel,Communication,Google Cloud,Project Manager,In-office
723,MBA,Humanities,5.54,2016.0,35.0,Female,3.0,Assistant,Manufacturing,Java,Leadership,Teamwork,Scrum,HR Manager,Remote
724,M.Tech,Computer,9.49,2021.0,26.0,Female,1.0,Analyst,Education,Machine Learning,Machine Learning,Teamwork,Six Sigma,Teacher,Remote
725,M.Tech,Computer,5.38,2017.0,33.0,Other,1.0,Intern,Research,Leadership,SQL,Leadership,Scrum,Mechanical Engineer,In-office
726,B.Com,Mathematics,8.56,2024.0,35.0,Other,1.0,Analyst,Healthcare,Java,Machine Learning,Communication,Six Sigma,Software Engineer,Hybrid
727,B.Sc,Mathematics,7.1,2006.0,25.0,Other,4.0,Junior Developer,Manufacturing,Machine Learning,Data Analy,Adaptability,CCNA,HR Manager,Hybrid
728,BA,Humanities,7.62,2018.0,33.0,Other,2.0,Assistant,Consulting,Excel,Python,Problem-Solving,Six Sigma,Software Engineer,Hybrid
729,BBA,Management,6.36,2005.0,41.0,Other,1.0,Junior Developer,Research,Excel,Data Analy,Problem-Solving,None,HR Manager,Remote
730,BA,Humanities,9.54,2006.0,40.0,Male,4.0,Analyst,Healthcare,Python,Marketing,Problem-Solving,Data Science,Business Analyst,In-office
731,BA,Humanities,9.1,2015.0,35.0,Male,5.0,Junior Developer,Education,Communication,Python,Adaptability,Scrum,Accountant,Hybrid
732,MBA,Physics,5.45,2013.0,36.0,Other,0.0,Analyst,Finance,Communication,Excel,Communication,PMP,Researcher,Hybrid
733,MBA,Physics,8.59,2021.0,30.0,Other,0.0,Analyst,Manufacturing,Marketing,Python,Teamwork,Six Sigma,HR Manager,Remote
734,BBA,Marketing,6.12,2014.0,35.0,Other,0.0,Intern,Manufacturing,Leadership,Java,Teamwork,None,HR Manager,Hybrid
735,B.Tech,Management,6.71,2012.0,26.0,Male,0.0,Analyst,Finance,SQL,SQL,Problem-Solving,Azure,Accountant,In-office
736,M.Sc,Humanities,7.89,2009.0,40.0,Female,3.0,Junior Developer,IT,Excel,Communication,Communication,PMP,Data Analyst,Remote
737,B.Com,Management,6.2,2013.0,30.0,Female,1.0,Consultant,Healthcare,Marketing,SQL,Teamwork,CCNA,Accountant,Hybrid
738,B.Com,Chemistry,7.13,2005.0,22.0,Female,2.0,Assistant,Education,Java,Machine Learning,Communication,CCNA,Accountant,Hybrid
739,BA,Humanities,5.37,2021.0,28.0,Male,4.0,Intern,Consulting,Machine Learning,Data Analy,Teamwork,Scrum,Mechanical Engineer,Remote
740,BA,Humanities,6.77,2010.0,28.0,Other,3.0,Assistant,Manufacturing,Python,Java,Leadership,Google Cloud,Software Engineer,In-office
741,B.Sc,Humanities,8.0,2018.0,35.0,Male,3.0,Junior Developer,Research,Marketing,Machine Learning,Problem-Solving,Data Science,Teacher,In-office
742,PhD,Electronics,5.72,2022.0,24.0,Other,1.0,Consultant,Finance,Data Analy,Java,Problem-Solving,Google Cloud,Data Analyst,Remote
743,M.Tech,Mathematics,9.08,2013.0,33.0,Other,0.0,Junior Developer,Manufacturing,Marketing,Data Analy,Communication,Google Cloud,Teacher,In-office
744,M.Sc,Marketing,7.22,2005.0,24.0,Male,4.0,Junior Developer,IT,Excel,Data Analy,Leadership,Six Sigma,Researcher,Remote
745,BA,Mathematics,7.66,2006.0,34.0,Female,1.0,Consultant,IT,Communication,Leadership,Teamwork,None,Data Analyst,In-office
746,M.Tech,Chemistry,9.05,2011.0,26.0,Female,3.0,Intern,Education,Machine Learning,Python,Adaptability,Google Cloud,HR Manager,In-office
747,BBA,Chemistry,8.02,2008.0,31.0,Other,5.0,Engineer,Education,Communication,Communication,Adaptability,Google Cloud,Teacher,Hybrid
748,PhD,Computer,9.63,2019.0,42.0,Other,1.0,Analyst,Consulting,Java,Machine Learning,Leadership,PMP,Accountant,Remote
749,BA,Physics,5.1,2024.0,42.0,Female,1.0,Consultant,Manufacturing,Machine Learning,Leadership,Problem-Solving,Google Cloud,Accountant,In-office
750,BBA,Computer,8.17,2010.0,44.0,Male,2.0,Analyst,Healthcare,Communication,Communication,Problem-Solving,Data Science,Researcher,In-office
751,M.Sc,Mathematics,8.98,2020.0,32.0,Other,3.0,Junior Developer,IT,Python,Data Analy,Teamwork,Azure,Data Analyst,Hybrid
752,BBA,Computer,8.08,2009.0,29.0,Other,0.0,Assistant,Consulting,Python,Leadership,Adaptability,CCNA,HR Manager,In-office
753,BA,Mathematics,8.26,2024.0,26.0,Male,4.0,Intern,Education,Communication,SQL,Leadership,Six Sigma,HR Manager,Hybrid
754,B.Tech,Marketing,7.91,2021.0,27.0,Female,2.0,Assistant,Manufacturing,Leadership,Data Analy,Teamwork,PMP,Data Analyst,In-office
755,M.Tech,Humanities,7.03,2021.0,28.0,Female,2.0,Engineer,Research,Excel,SQL,Teamwork,Scrum,Researcher,In-office
756,M.Sc,Marketing,8.36,2019.0,39.0,Male,4.0,Junior Developer,Finance,Machine Learning,Excel,Teamwork,PMP,Software Engineer,Remote
757,BA,Humanities,8.0,2016.0,31.0,Male,2.0,Assistant,Consulting,Java,SQL,Adaptability,AWS Certified,Software Engineer,Hybrid
758,M.Sc,Marketing,6.9,2016.0,24.0,Female,0.0,Junior Developer,Education,Marketing,Leadership,Leadership,PMP,HR Manager,Hybrid
759,M.Sc,Physics,6.87,2016.0,44.0,Female,2.0,Intern,Education,Python,Leadership,Leadership,None,Teacher,Remote
760,B.Tech,Physics,9.96,2020.0,32.0,Female,3.0,Junior Developer,Healthcare,Data Analy,Java,Leadership,Data Science,HR Manager,Remote
761,B.Com,Physics,9.11,2011.0,21.0,Female,2.0,Junior Developer,Education,SQL,SQL,Leadership,PMP,Researcher,Hybrid
762,PhD,Physics,6.11,2005.0,28.0,Male,0.0,Engineer,Healthcare,Communication,Python,Adaptability,Google Cloud,Mechanical Engineer,Hybrid
763,BA,Electronics,7.71,2009.0,28.0,Female,1.0,Engineer,Consulting,Python,Communication,Communication,Six Sigma,Data Analyst,In-office
764,BBA,Mathematics,9.69,2011.0,38.0,Male,4.0,Consultant,Finance,Java,SQL,Teamwork,Data Science,Accountant,In-office
765,PhD,Humanities,8.87,2014.0,36.0,Male,4.0,Assistant,IT,Leadership,Leadership,Teamwork,Google Cloud,Software Engineer,Remote
